date	open	high	low	close	volume	value
1998-12-29	15090	15110	15060	15100	8892	34958
1998-12-30	15200	15240	15120	15140	8586	37312
1999-01-04	15130	15180	15130	15150	2298	36018
1999-01-05	14950	15030	14950	15020	6402	35774
1999-01-06	14900	14990	14860	14970	6248	35096
1999-01-07	15000	15010	14880	14890	4124	35058
1999-01-08	14920	14970	14890	14970	2760	35090
1999-01-11	15040	15070	15000	15070	2530	34150
1999-01-12	15190	15190	15120	15130	4550	32516
1999-01-13	15060	15170	15060	15110	1988	32066
1999-01-14	15110	15120	15060	15110	1016	32078
1999-01-15	15130	15130	15060	15060	4902	24706
1999-01-18	15150	15170	15120	15130	2692	24342
1999-01-19	15090	15190	15040	15160	11208	24710
1999-01-20	15250	15290	15200	15280	10532	26130
1999-01-21	15210	15210	15150	15170	4788	25738
1999-01-22	15150	15230	15150	15190	2582	25876
1999-01-25	15170	15200	15150	15190	2128	25502
1999-01-26	15160	15170	15120	15120	2902	25356
1999-01-27	15080	15100	15040	15080	4006	24832
1999-01-28	15030	15070	15000	15030	5670	24268
1999-01-29	15030	15060	15020	15050	1560	24384
1999-02-01	15050	15050	14980	15000	1450	24342
1999-02-02	15040	15080	15020	15040	1464	24374
1999-02-03	15050	15070	15030	15030	1500	23938
1999-02-04	15020	15060	15020	15060	1248	23694
1999-02-05	15100	15160	15100	15130	1832	23604
1999-02-08	15160	15170	15140	15160	2314	22804
1999-02-09	15250	15290	15240	15250	3284	22370
1999-02-10	15170	15180	15160	15170	1156	21858
1999-02-11	15160	15220	15150	15200	1934	21744
1999-02-12	15220	15350	15220	15280	3160	20882
1999-02-23	14930	14930	14920	14920	1866	17422
1999-02-24	14710	14760	14660	14750	20220	26306
1999-02-25	14750	14790	14690	14750	3912	26920
1999-02-26	14780	14850	14760	14790	3352	27698
1999-03-01	14750	14750	14670	14690	3900	28592
1999-03-02	14610	14610	14490	14520	10566	28778
1999-03-03	14530	14600	14530	14600	4510	29368
1999-03-04	14640	14640	14580	14580	4866	30004
1999-03-05	14640	14660	14600	14620	4082	30522
1999-03-08	14600	14600	14500	14510	6562	31012
1999-03-09	14440	14520	14410	14480	6018	30090
1999-03-10	14500	14540	14490	14530	3348	28934
1999-03-11	14560	14570	14500	14570	1582	29124
1999-03-12	14500	14540	14500	14500	1920	29116
1999-03-15	14450	14470	14410	14440	3548	13618
1999-03-16	14350	14360	14320	14350	3278	14078
1999-03-17	14400	14400	14310	14310	2616	14286
1999-03-18	14400	14470	14390	14450	5128	15764
1999-03-19	14380	14460	14350	14450	4168	16712
1999-03-22	14440	14510	14440	14460	4070	17744
1999-03-23	14760	14910	14750	14910	10878	20552
1999-03-24	15000	15090	14960	15030	13810	20224
1999-03-25	14960	15160	14960	15140	11088	21596
1999-03-26	15200	15230	15090	15130	10680	22166
1999-03-29	15030	15030	14910	14920	7688	21566
1999-03-30	14670	14670	14510	14560	16880	21756
1999-03-31	14500	14680	14480	14650	8448	23050
1999-04-01	14700	14700	14560	14610	7486	25720
1999-04-02	14660	14660	14570	14580	2044	25890
1999-04-05	14550	14590	14530	14570	1314	26184
1999-04-06	14580	14650	14560	14610	2412	26530
1999-04-07	14610	14650	14600	14650	1944	26552
1999-04-08	14950	15000	14900	14980	11000	27232
1999-04-09	14900	14900	14820	14820	6474	27628
1999-04-12	14920	15100	14920	15090	8776	28342
