"Index","high","low","close","bid","ask","volume"
2012-02-06 10:05:59,2533,2513,2516.8,2516.2,2516.8,44883
2012-02-06 10:06:59,2533,2513,2516,2516,2516.4,44947
2012-02-06 10:07:59,2533,2513,2515.8,2515.8,2516,44936
2012-02-06 10:08:59,2533,2513,2514.4,2514.2,2514.4,45024
2012-02-06 10:09:59,2533,2511.4,2513,2512.6,2512.8,45136
2012-02-06 10:10:59,2533,2511,2512.2,2512.2,2512.4,45256
2012-02-06 10:11:59,2533,2510.4,2510.8,2510.4,2510.6,45426
2012-02-06 10:12:59,2533,2510,2513.6,2513.6,2513.8,45339
2012-02-06 10:13:59,2533,2510,2513,2513,2513.2,45333
2012-02-06 10:14:59,2533,2510,2512.4,2512.4,2512.6,45432
2012-02-06 10:15:59,2533,2510,2513,2513,2513.2,45432
2012-02-06 10:16:59,2533,2510,2515,2514.6,2514.8,45364
2012-02-06 10:17:59,2533,2510,2514.8,2514.8,2515,45416
2012-02-06 10:18:59,2533,2510,2516,2515.8,2516,45472
2012-02-06 10:19:59,2533,2510,2516.2,2515.8,2516.2,45530
2012-02-06 10:20:59,2533,2510,2517.2,2517,2517.2,45460
2012-02-06 10:21:59,2533,2510,2516.8,2516.6,2516.8,45499
2012-02-06 10:22:59,2533,2510,2515.2,2515.2,2515.4,45545
2012-02-06 10:23:59,2533,2510,2515.4,2515.4,2515.6,45675
2012-02-06 10:24:59,2533,2510,2515.6,2515.6,2516,45796
2012-02-06 10:25:59,2533,2510,2515.2,2515.4,2515.6,45807
2012-02-06 10:26:59,2533,2510,2514.6,2514.4,2514.6,45832
2012-02-06 10:27:59,2533,2510,2515.2,2515.2,2515.4,45809
2012-02-06 10:28:59,2533,2510,2517.8,2518,2518.2,45620
2012-02-06 10:29:59,2533,2510,2518.8,2518.6,2518.8,45913
2012-02-06 10:30:59,2533,2510,2519,2519,2519.2,45900
2012-02-06 10:31:59,2533,2510,2519,2519.2,2519.4,45900
2012-02-06 10:32:59,2533,2510,2518.6,2518.4,2518.8,45967
2012-02-06 10:33:59,2533,2510,2519,2519,2519.2,46010
2012-02-06 10:34:59,2533,2510,2518,2518,2518.2,45995
2012-02-06 10:35:59,2533,2510,2518,2518,2518.2,46009
2012-02-06 10:36:59,2533,2510,2517.6,2517.4,2517.6,46062
2012-02-06 10:37:59,2533,2510,2518.8,2518.6,2518.8,46160
2012-02-06 10:38:59,2533,2510,2521,2521,2521.2,46164
2012-02-06 10:39:59,2533,2510,2522,2521.8,2522,46266
2012-02-06 10:40:59,2533,2510,2522.4,2522.2,2522.6,46303
2012-02-06 10:41:59,2533,2510,2522,2522,2522.4,46328
2012-02-06 10:42:59,2533,2510,2523.4,2523,2523.4,46381
2012-02-06 10:43:59,2533,2510,2521.2,2521,2521.2,46409
2012-02-06 10:44:59,2533,2510,2519.8,2520,2520.2,46158
2012-02-06 10:45:59,2533,2510,2517.6,2517.2,2517.8,46208
2012-02-06 10:46:59,2533,2510,2515.2,2515.2,2515.4,45824
2012-02-06 10:47:59,2533,2510,2514.8,2514.6,2514.8,45698
2012-02-06 10:48:59,2533,2510,2513.2,2513,2513.2,45633
2012-02-06 10:49:59,2533,2510,2513.2,2513.2,2513.6,45691
2012-02-06 10:50:59,2533,2510,2513.4,2513.4,2513.8,45705
2012-02-06 10:51:59,2533,2510,2513.4,2512.6,2513.4,45777
2012-02-06 10:52:59,2533,2510,2514,2513.2,2514,45865
